0.0	0.145689655
0.700	-0.015689655
1.100	-0.046034483
1.400	-0.051551724
2.300	-0.043965517
3.900	-0.02371
4.600	-0.0148
5.25	-0.00652
6.200	0.00559
6.85	0.013865
8.5	0.03488
